year,eq_primary,latitude,longitude
1928,7.1,-22.5,-70.5
1928,,42.9,11.6
1928,6.0,38.8,16.0
1928,,40.0,143.2
1928,,-19.8,-174.345
1928,5.8,49.0,-125.0
1928,,44.2,9.2
1928,5.0,38.0,23.5
1928,5.2,38.0,23.0
1928,7.7,17.8,-97.6
1928,7.7,15.67,-96.1
1928,7.6,16.0,-97.0
1928,4.3,40.8,26.8
1928,8.1,-2.5,88.5
1928,7.5,-22.0,170.5
1928,7.8,17.75,-97.1
1928,5.8,31.5,120.5
1928,5.8,46.4,13.0
1928,7.7,16.028,-97.036
1928,7.0,12.4,120.9
1928,7.3,7.0,124.0
1928,6.9,-13.0,-69.5
1928,7.6,-35.0,-72.0
1928,6.0,38.0,23.0
1928,6.5,38.1,27.4
1928,6.8,42.2,25.3
1928,7.0,42.1,25.0
1929,7.8,51.0,-170.0
1929,,42.9,-78.3
1929,7.8,52.5,171.5
1929,7.4,37.8,57.6
1929,5.8,37.5,58.0
1929,6.2,32.2,49.7
1929,7.5,-23.0,-69.0
1929,6.8,31.7,132.2
1929,7.7,49.8,154.8
1929,6.5,40.2,37.9
1929,6.3,63.9,-21.7
1929,7.1,36.5,70.5
1929,,25.2,97.2
1929,7.8,-54.0,-29.5
1929,7.0,51.0,-131.0
1929,6.0,40.7,111.6
1929,7.3,44.69,-56.0
1929,7.5,-41.75,172.25
1929,7.2,8.5,127.0
1929,5.5,25.5,98.0
1929,6.9,10.5,-64.2
1930,7.5,38.1,44.7
1930,5.0,35.8,52.1
1930,6.0,-28.5,-71.0
1930,,38.6,14.6
1930,6.5,41.1,15.4
1930,,43.7,13.3
1930,,-4.05,39.667
1930,,36.0,-3.0
1930,5.6,37.8,-4.5
1930,6.7,35.8,24.8
1930,5.6,40.4,20.5
1930,6.0,40.5,19.5
1930,5.0,40.3,19.6
1930,6.0,-5.6,105.3
1930,6.5,-9.3,114.3
1930,,1.2,124.57
1930,,12.1,-86.2
1930,6.3,38.4,68.5
1930,,17.4,95.5
1930,6.6,-4.423,145.46
1930,5.2,34.03,-118.643
1930,5.5,32.2,119.4
1930,5.5,30.0,100.0
1930,6.0,26.8,103.0
1930,6.5,25.8,98.4
1930,6.3,23.2,120.6
1930,5.5,23.2,120.6
1930,7.3,18.2,96.4
1930,6.5,-1.3,144.3
1930,5.9,43.667,13.267
1930,6.0,-24.7,-66.3
1930,7.1,25.5,90.0
1930,7.3,17.3,96.5
1930,7.1,35.0,139.0
1931,7.1,-32.5,-72.0
1931,,44.3,10.1
1931,,44.3,10.1
1931,,44.9,11.4
1931,,44.4,11.6
1931,,46.3,12.5
1931,,37.7,15.1
1931,,42.7,13.0
1931,7.7,40.5,142.5
1931,7.0,36.1,139.2
1931,7.5,32.0,131.5
1931,5.3,38.0,23.0
1931,6.9,41.0,22.5
1931,7.9,16.1,-96.8
1931,5.8,40.6,20.8
1931,6.3,39.2,46.0
1931,7.4,29.8,67.3
1931,5.6,13.2,-85.7
1931,7.1,-39.5,177.0
1931,,-39.5,177.0
1931,6.9,18.3,120.2
1931,7.6,25.6,96.8
1931,,25.4,96.8
1931,7.7,-9.968,161.194
1931,7.0,-3.417,142.077
1931,6.0,54.0,1.067
1931,7.4,-5.0,102.75
1931,7.8,-10.932,161.016
1931,8.0,47.1,89.8
1931,7.7,-39.772,176.025
1932,,,
1932,7.2,38.7,-117.8
1932,5.4,20.0,-75.8
1932,6.2,-17.5,179.6
1932,5.4,36.6,53.4
1932,6.8,-12.0,-77.5
1932,6.2,40.5,23.8
1932,7.6,12.0,-87.5
1932,,10.5,-64.2
1932,,13.3,-88.5
1932,,16.5,120.5
1932,7.5,-32.0,-131.5
1932,7.9,-25.5,179.2
1932,6.0,30.1,101.8
1932,5.0,31.8,102.2
1932,6.0,31.4,115.0
1932,7.8,19.081,-103.631
1932,,-3.57,128.35
1932,6.8,-39.0,177.5
1932,7.0,26.0,95.5
1932,7.6,39.7,96.7
1932,8.1,19.623,-103.919
1932,7.7,19.242,-104.383
1932,7.4,0.5,126.0
1932,6.9,40.5,23.9
1933,6.3,32.1,56.0
1933,,6.9,0.6
1933,7.6,-20.0,-71.0
1933,5.5,-22.0,-70.5
1933,,37.4,13.0
1933,,42.0,14.2
1933,,38.1,142.4
1933,7.7,73.122,-70.014
1933,6.4,36.8,27.2
1933,6.9,-2.0,-81.0
1933,7.5,-5.151,104.528
1933,6.9,12.0,-87.5
1933,5.0,29.5,102.5
1933,,-5.0,151.0
1933,5.8,-5.007,104.501
1933,6.3,33.62,-117.97
1933,7.5,31.9,103.4
1933,8.4,39.224,144.622
1934,7.1,31.8,-115.5
1934,,37.919,40.211
1934,,37.919,40.211
1934,,66.0,-18.25
1934,,15.0,-89.0
1934,7.5,-40.5,175.5
1934,7.8,-11.907,166.731
1934,7.1,-11.139,165.503
1934,,-4.2,152.2
1934,,38.2,-20.6
1934,7.7,8.0,-82.5
1934,6.5,24.8,121.5
1934,7.9,17.5,119.0
1934,6.6,41.7,-112.8
1934,6.9,-19.5,-69.5
1934,6.0,23.7,102.7
1934,6.3,41.0,108.8
1934,7.0,18.5,-105.5
1934,8.0,26.773,86.762
1935,6.0,36.3,53.3
1935,6.3,36.3,53.5
1935,,42.9,12.7
1935,6.3,35.0,138.0
1935,,36.6,141.4
1935,,39.9,143.7
1935,,40.7,144.3
1935,6.7,35.8,25.0
1935,,16.5,-93.1
1935,7.6,43.0,146.5
1935,5.8,24.2,120.5
1935,6.2,40.5,27.5
1935,6.1,39.3,40.6
1935,,1.0,-77.5
1935,6.5,5.5,94.0
1935,7.6,-9.8,161.0
1935,7.8,-3.824,141.416
1935,6.0,29.4,102.3
1935,6.0,24.8,120.8
1935,6.0,28.7,103.6
1935,7.9,,98.25
1935,6.2,46.6,-112.0
1935,6.0,46.6,-112.0
1935,6.0,24.3,120.8
1935,6.5,24.6,120.8
1935,7.5,29.5,66.8
1936,6.2,33.0,60.0
1936,,38.2,142.2
1936,,34.4,139.2
1936,7.2,55.0,165.0
1936,7.0,1.1,-77.6
1936,,1.2,-77.3
1936,,13.2,-88.7
1936,5.0,35.2,127.6
1936,5.5,39.5,74.2
1936,7.3,55.2,164.0
1936,7.2,22.3,120.8
1936,7.3,-24.5,-70.0
1936,6.8,28.6,103.6
1936,5.5,26.6,103.0
1936,7.7,4.5,126.5
1936,7.3,6.1,94.7
1936,,3.5,97.5
1936,6.8,35.4,103.4
1936,6.0,34.2,105.7
1936,6.8,22.5,109.4
1937,8.1,-21.5,-177.0
1937,6.2,-10.5,-76.5
1937,7.7,18.8,-97.5
1937,,17.3,-99.3
1937,7.5,16.7,-98.5
1937,7.6,44.5,149.4
1937,,56.0,162.5
1937,,-3.0,132.3
1937,,12.6,-87.2
1937,,13.5,-89.5
1937,7.5,35.5,97.6
1937,7.0,22.9,121.2
1937,5.2,36.4,7.5
1937,,-4.271,152.203
1937,5.0,37.8,112.5
1937,7.2,-9.4,110.2
1937,7.2,36.5,70.5
1937,7.5,14.5,121.5
1937,7.0,35.4,115.1
1938,8.2,55.48,-158.37
1938,,36.7,141.4
1938,7.6,37.2,141.7
1938,7.5,37.5,142.2
1938,7.1,37.0,141.7
1938,,37.6,141.2
1938,6.0,37.0,141.5
1938,,36.7,142.1
1938,,37.0,142.2
1938,6.3,52.2,-131.9
1938,,16.1,-98.3
1938,,18.2,-99.5
1938,6.7,39.4,33.8
1938,6.3,-0.3,-78.4
1938,,5.1,-75.5
1938,,12.2,-86.9
1938,,12.3,-86.9
1938,,-5.1,153.1
1938,6.0,21.7,99.5
1938,6.1,43.6,144.3
1938,7.6,25.208,125.115
1938,7.7,37.1,141.7
1938,7.0,22.9,121.5
1938,,-3.0,132.3
1938,7.5,-6.0,147.8
1938,8.5,-5.25,130.5
1938,7.6,-1.0,120.0
1939,5.6,22.2,-79.1
1939,,-12.5,-72.0
1939,7.4,-27.0,-70.5
1939,,38.5,14.7
1939,5.3,36.3,30.7
1939,6.5,39.1,26.8
1939,5.9,39.7,40.4
1939,6.9,36.3,70.6
1939,6.5,13.5,121.25
1939,6.5,37.053,-24.427
1939,5.5,24.4,102.5
1939,6.6,32.3,132.0
1939,,-15.305,-72.19
1939,7.0,40.1,139.5
1939,8.0,,123.0
1939,7.9,-9.295,159.234
1939,7.7,-7.08,155.386
1939,6.4,5.18,-0.13
1939,7.7,39.77,39.533
1939,8.3,-36.25,-72.25
1940,7.4,52.0,178.2
1940,7.3,-22.0,-71.0
1940,7.0,-41.5,-74.5
1940,4.8,38.1,13.5
1940,,38.4,35.5
1940,6.0,41.7,43.8
1940,7.3,45.8,26.8
1940,,-31.0,-69.0
1940,,12.5,-87.5
1940,6.0,42.7,121.3
1940,5.5,24.4,102.5
1940,7.5,44.2,139.5
1940,8.2,-10.5,-77.0
1940,6.0,23.9,102.3
1940,5.8,40.2,122.0
1940,7.2,32.733,-115.5
1941,6.3,33.5,58.6
1941,,38.3,12.2
1941,5.9,16.4,43.5
1941,7.9,18.9,-102.9
1941,6.0,39.5,43.3
1941,5.9,39.7,39.4
1941,6.9,8.5,-84.0
1941,8.3,37.417,-18.983
1941,6.6,40.5,-125.25
1941,6.0,31.7,102.3
1941,7.0,22.7,99.9
1941,7.4,32.0,132.1
1941,,36.0,10.0
1941,7.0,23.6,99.4
1941,7.1,23.3,120.3
1941,7.6,8.7,-83.2
1941,7.4,-4.175,152.071
1941,6.0,47.0,127.2
1941,8.0,11.94,92.626
1942,,16.3,-95.0
1942,6.1,39.2,28.2
1942,,40.3,34.6
1942,,40.6,35.0
1942,,40.8,35.1
1942,7.3,40.9,36.5
1942,6.0,43.4,17.2
1942,,-34.6,-67.9
1942,7.9,14.0,-91.0
1942,7.5,,124.0
1942,7.8,13.5,121.0
1942,7.9,-49.5,32.0
1942,6.0,43.0,122.0
1942,7.9,-0.75,-81.5
1942,5.8,4.6,-74.5
1942,8.2,-15.0,-76.0
1942,6.0,41.7,20.4
1942,6.8,23.1,100.3
1943,5.0,-14.2,-71.5
1943,,43.1,13.3
1943,,41.2,143.3
1943,7.5,16.7,-101.5
1943,7.6,54.9,156.8
1943,6.6,40.8,30.5
1943,6.2,40.6,30.5
1943,,40.0,40.0
1943,5.0,36.1,4.5
1943,7.9,-53.0,159.0
1943,7.6,-1.0,101.0
1943,7.6,-6.0,134.5
1943,8.1,7.5,128.0
1943,7.5,-22.0,171.0
1943,7.8,19.3,-67.5
1943,7.2,21.5,93.5
1943,,44.3,17.0
1943,7.6,-30.0,-177.0
1943,8.2,-30.75,-72.0
1943,5.0,30.6,104.1
1943,6.5,39.3,73.3
1943,6.9,-2.1,-80.5
1943,8.1,-9.5,110.0
1943,7.4,35.3,133.9
1943,7.6,41.0,33.7
1944,4.8,36.8,54.5
1944,5.7,36.7,22.5
1944,7.4,41.4,32.7
1944,6.0,38.9,29.3
1944,7.5,-19.0,169.0
1944,7.8,-31.5,-68.5
1944,7.5,-8.5,123.5
1944,7.5,-22.5,172.0
1944,7.5,-2.5,152.8
1944,7.2,44.0,84.0
1944,7.0,39.1,75.0
1944,5.6,44.957,-74.723
1944,8.1,34.0,137.1
1944,6.8,39.4,26.7
1945,,35.2,52.1
1945,,40.9,142.1
1945,6.0,37.4,35.8
1945,,38.5,43.3
1945,,38.5,43.3
1945,,38.0,28.9
1945,6.0,,32.0
1945,6.2,2.5,15.6
1945,7.8,-6.0,150.0
1945,6.3,39.5,119.0
1945,7.1,34.7,137.2
1945,8.0,24.5,63.0
1946,,51.5,-174.5
1946,,32.5,59.1
1946,,29.4,51.4
1946,7.3,-8.5,-77.5
1946,5.6,38.2,31.8
1946,5.9,39.3,41.2
1946,7.6,41.5,72.5
1946,7.5,23.9,96.2
1946,7.8,23.9,96.2
1946,7.7,-4.5,153.5
1946,7.5,19.5,-69.5
1946,7.3,49.87,-124.92
1946,7.0,-14.0,-76.25
1946,6.8,23.1,120.3
1946,7.9,-26.5,-70.5
1946,5.6,35.75,5.0
1946,7.5,39.3,55.4
1946,7.9,19.25,-69.0
1946,8.6,53.492,-162.832
1946,8.1,33.0,135.6
1947,6.4,35.0,-116.6
1947,4.1,37.5,57.8
1947,6.9,33.4,58.7
1947,7.3,-10.5,-75.0
1947,7.7,33.3,99.5
1947,7.9,28.5,94.0
1947,,1.2,-77.2
1947,7.6,25.5,63.0
1947,,13.2,-87.5
1947,6.9,-38.42,178.88
1947,7.3,-6.5,148.5
1947,5.5,26.7,102.9
1947,7.0,43.8,141.0
1947,7.1,-38.85,178.87
1947,5.5,25.0,102.0
1947,5.3,37.0,8.0
1947,6.9,37.0,22.0
1948,7.5,54.5,-161.0
1948,7.1,-17.4,-71.0
1948,6.8,-13.1,-76.2
1948,7.0,-22.5,-69.0
1948,,44.6,10.9
1948,,33.1,135.6
1948,7.9,-21.0,-174.0
1948,6.5,38.532,20.425
1948,6.4,38.5,20.5
1948,7.9,-3.0,127.5
1948,6.2,6.0,95.0
1948,6.0,37.2,121.8
1948,7.1,35.8,27.19
1948,6.8,26.4,99.7
1948,5.8,27.4,104.0
1948,8.3,10.5,122.0
1948,7.3,29.5,100.5
1948,6.9,22.0,-106.0
1948,7.3,36.5,136.0
1948,7.3,37.95,58.32
1949,6.3,27.28,56.46
1949,,42.5,12.7
1949,7.5,-18.5,-174.5
1949,8.1,53.62,-133.27
1949,,38.2,20.0
1949,,54.6,163.5
1949,6.8,39.0,40.5
1949,6.7,-1.4,-78.5
1949,6.8,-1.5,-78.2
1949,6.7,5.0,95.0
1949,6.4,17.0,121.5
1949,7.5,-5.5,154.0
1949,7.8,-54.0,-71.0
1949,7.8,-54.0,-71.0
1949,5.5,30.3,102.5
1949,7.3,-38.0,-73.5
1949,7.5,36.0,70.5
1949,7.2,17.0,121.63
1949,,33.75,-118.25
1949,7.3,42.0,84.0
1949,7.0,47.167,-122.617
1949,6.7,38.58,26.23
1949,7.4,39.2,70.8
1950,,27.3,53.2
1950,7.9,-15.0,-69.5
1950,6.0,-13.5,-72.0
1950,7.0,-53.5,-71.5
1950,8.0,-23.5,-67.5
1950,7.7,-19.5,-176.0
1950,,-8.0,-71.0
1950,6.8,16.5,-100.4
1950,,6.5,-83.0
1950,7.9,46.0,144.0
1950,,40.0,40.0
1950,6.8,-1.5,-78.2
1950,7.8,-18.25,167.5
1950,,7.8,-72.5
1950,8.1,-6.5,129.5
1950,6.8,10.5,-68.0
1950,5.8,-37.8,177.2
1950,7.3,-10.0,159.5
1950,7.0,21.7,100.1
1950,6.5,-6.0,113.0
1950,7.7,11.0,-85.0
1950,7.0,-14.25,-75.75
1950,5.8,23.5,103.1
1950,8.6,28.5,96.5
1950,7.5,16.48,-98.22
1950,7.5,14.31,-91.917
1950,7.6,-3.8,128.3
1951,,33.5,-118.2
1951,6.9,19.7,-156.0
1951,7.9,-15.0,-69.5
1951,,41.6,13.8
1951,6.2,16.1,-96.8
1951,7.3,23.8,121.7
1951,6.7,40.8,33.4
1951,7.8,9.5,127.3
1951,7.9,-34.0,57.0
1951,,-9.3,147.1
1951,7.5,31.1,91.4
1951,6.1,-3.252,142.238
1951,7.5,22.9,121.5
1951,6.0,13.0,-87.5
1951,5.5,13.0,-87.5
1951,6.5,13.0,-87.8
1951,6.3,26.7,100.0
1952,,19.11,-155.033
1952,7.5,-14.1,-69.9
1952,6.0,39.9,41.7
1952,,39.8,39.5
1952,5.0,36.5,35.5
1952,6.8,-18.5,169.25
1952,,10.3,-85.3
1952,,10.3,-83.5
1952,6.5,22.7,99.8
1952,5.8,22.9,99.7
1952,7.8,9.5,127.25
1952,,30.5,91.5
1952,7.1,41.7,142.5
1952,5.8,35.333,-118.917
1952,6.8,28.3,102.2
1952,5.5,39.0,112.7
1952,8.1,42.15,143.85
1952,9.0,52.755,160.057
1952,7.7,35.0,-119.017
1953,,28.5,52.3
1953,6.4,35.4,55.1
1953,,29.0,52.0
1953,5.5,-12.0,-77.5
1953,7.4,-22.1,-68.7
1953,5.7,18.4,-73.4
1953,6.8,38.1,20.6
1953,5.8,50.0,156.5
1953,,41.4,26.3
1953,7.5,-19.0,169.0
1953,7.5,-13.189,166.516
1953,7.2,19.8,-70.7
1953,5.0,24.2,103.2
1953,7.4,34.0,141.7
1953,7.4,-4.449,152.868
1953,6.4,-18.3,178.2
1953,7.4,-3.4,-80.6
1953,6.5,35.0,32.5
1953,7.5,40.0,27.5
1953,7.6,-36.5,-72.5
1953,7.2,38.3,20.8
1954,6.8,39.4,-118.5
1954,6.8,39.6,-118.5
1954,7.0,39.3,-118.2
1954,5.0,27.5,52.0
1954,6.5,38.9,142.2
1954,7.0,37.0,-3.5
1954,7.0,39.8,22.1
1954,7.0,39.3,22.2
1954,6.2,17.3,-92.6
1954,6.7,36.0,1.5
1954,,36.0,1.5
1954,6.0,36.0,1.5
1954,5.4,-34.9,138.7
1954,,36.0,66.0
1954,6.8,13.0,123.9
1954,7.5,29.5,-29.5
1954,5.3,31.6,116.6
1954,5.0,29.4,104.8
1954,6.8,-8.0,119.0
1954,7.0,38.8,104.2
1954,7.4,24.5,95.3
1954,7.3,39.0,101.3
1954,6.7,36.283,1.467
1955,,33.8,-118.2
1955,,-16.2,-71.3
1955,7.3,6.5,94.0
1955,,37.5,22.0
1955,6.0,39.5,23.0
1955,6.8,37.5,27.0
1955,6.0,0.2,-78.4
1955,6.2,13.0,-87.0
1955,5.8,10.0,-84.5
1955,7.6,8.1,123.2
1955,6.5,-6.9,155.7
1955,7.3,-5.1,152.924
1955,7.8,-28.0,-175.5
1955,7.1,-30.0,-72.0
1955,6.5,44.2,83.6
1955,5.8,29.9,101.4
1955,,11.46,-69.57
1955,7.5,30.0,101.8
1955,7.0,39.9,74.6
1955,,30.5,67.0
1955,6.0,26.5,101.1
1955,6.8,26.6,101.8
1955,6.3,32.2,29.6
1955,6.2,39.4,23.1
1956,7.5,-15.0,-179.0
1956,6.8,27.2,54.4
1956,,-25.5,-71.0
1956,,44.3,144.1
1956,6.5,33.8,138.8
1956,,37.0,-4.0
1956,7.7,-20.0,-175.0
1956,6.8,36.8,25.2
1956,5.7,39.5,23.0
1956,7.6,46.0,150.5
1956,5.8,40.0,30.5
1956,7.3,-0.5,-80.5
1956,5.8,47.5,19.3
1956,5.8,35.5,35.5
1956,4.5,45.5,14.3
1956,7.5,-5.5,130.0
1956,7.3,12.2,-86.7
1956,7.6,35.1,67.5
1956,7.0,22.2,95.7
1956,7.1,-19.0,-70.0
1956,5.0,37.8,114.0
1956,5.0,40.5,115.5
1956,5.3,-38.9,175.7
1956,6.0,23.278,70.107
1956,7.8,36.9,26.0
1956,6.5,17.0,-99.5
1957,7.5,55.0,-165.2
1957,7.5,-20.4,-178.5
1957,,33.4,52.5
1957,6.6,36.1,52.7
1957,,28.3,53.3
1957,7.1,34.3,47.8
1957,7.0,-23.5,-71.5
1957,7.5,-15.5,-173.0
1957,7.1,40.7,30.9
1957,7.8,-21.0,-66.0
1957,7.5,-4.6,107.1
1957,,-8.2,107.3
1957,6.0,-2.0,116.0
1957,7.6,5.5,127.5
1957,,,
1957,7.8,-12.3,166.7
1957,5.0,38.0,112.5
1957,7.0,39.4,22.8
1957,7.6,56.2,116.4
1957,7.2,23.9,121.6
1957,6.9,36.31,28.62
1957,5.6,36.2,8.9
1957,8.1,45.5,99.5
1957,8.6,51.292,-175.629
1957,7.3,-1.5,137.0
1957,7.9,16.5,-99.1
1957,7.1,36.4,28.55
1958,,36.5,53.0
1958,6.7,34.4,47.9
1958,,36.0,49.0
1958,7.3,-16.5,-72.0
1958,7.5,-13.5,-69.0
1958,,-18.0,-65.0
1958,6.8,-33.785,-70.112
1958,,44.3,9.9
1958,,44.4,8.8
1958,7.5,25.0,125.0
1958,,49.3,156.4
1958,8.3,44.53,148.54
1958,,44.2,148.8
1958,,2.0,-79.0
1958,6.7,-4.5,104.0
1958,6.1,-50.0,-115.0
1958,,38.5,-28.8
1958,7.8,58.37,-136.665
1958,6.2,31.5,104.0
1958,5.8,22.5,109.5
1958,7.6,1.5,-79.5
1958,6.7,-9.5,112.5
1959,,-13.5,-74.0
1959,,44.5,9.6
1959,,42.9,12.6
1959,,44.5,10.8
1959,,37.5,142.2
1959,,37.5,143.2
1959,5.5,44.0,6.8
1959,6.8,17.0,-96.3
1959,5.0,44.3,149.0
1959,7.0,53.9,160.5
1959,7.2,45.89,151.11
1959,6.3,37.0,28.7
1959,6.2,39.1,41.6
1959,6.1,40.9,19.8
1959,5.5,36.4,2.6
1959,7.7,-28.5,-177.0
1959,7.4,-4.0,-81.5
1959,5.0,31.8,115.3
1959,5.4,35.6,110.9
1959,6.4,38.75,75.317
1959,7.5,24.78,122.7
1959,7.5,-20.369,-68.0
1959,8.2,52.5,159.5
1959,7.7,44.712,-111.215
1959,6.9,18.3,-94.4
1959,7.0,22.18,121.13
1959,7.3,-7.5,156.0
1960,6.0,28.0,54.5
1960,7.0,-15.0,-75.0
1960,,28.6,76.7
1960,6.7,39.4,143.7
1960,6.7,40.3,142.5
1960,6.5,40.0,20.0
1960,,-1.5,-79.0
1960,,11.1,122.3
1960,6.6,-9.4,152.3
1960,6.7,-6.8,-80.7
1960,8.2,-37.872,-73.243
1960,7.4,-38.5,-75.1
1960,5.3,33.8,104.5
1960,5.8,44.7,127.0
1960,7.5,39.8,143.4
1960,6.6,-3.6,29.0
1960,5.6,36.0,4.1
1960,,-0.5,121.5
1960,7.8,-15.75,-72.75
1960,6.8,32.7,103.7
1960,9.5,-38.143,-73.407
1960,5.9,30.45,-9.62
1961,,34.0,-118.0
1961,6.6,27.9,54.6
1961,,33.5,49.4
1961,,33.6,48.1
1961,7.5,-10.5,-70.7
1961,7.6,24.9,93.34
1961,,38.0,15.3
1961,,36.0,142.3
1961,,36.0,141.9
1961,,36.2,141.9
1961,,29.6,131.8
1961,,42.9,145.6
1961,7.3,36.0,136.7
1961,,42.7,145.7
1961,6.6,50.016,156.099
1961,,43.2,147.9
1961,6.7,46.338,149.548
1961,6.5,36.7,28.5
1961,6.5,8.9,-73.4
1961,6.9,4.6,-75.6
1961,6.4,-9.849,160.614
1961,7.5,-28.3,-175.7
1961,7.5,-59.5,-27.3
1961,7.7,-58.0,-27.0
1961,7.7,-56.26,-27.283
1961,6.5,-36.7,-73.0
1961,5.7,34.33,104.78
1961,7.3,-18.421,168.411
1961,4.9,30.5,110.0
1961,6.8,39.8,77.7
1961,7.3,31.6,131.8
1961,6.5,10.4,39.9
1961,6.5,-8.2,122.0
1961,5.8,24.97,98.63
1961,6.0,27.73,99.75
1962,6.5,52.47,-168.54
1962,,33.6,59.0
1962,5.0,35.1,58.7
1962,5.5,28.1,55.6
1962,6.3,-10.0,-79.0
1962,7.3,-37.8,-72.5
1962,6.1,41.4,15.5
1962,7.2,38.073,142.741
1962,,42.2,143.9
1962,5.7,41.8,142.4
1962,5.3,45.0,5.6
1962,4.5,39.8,25.0
1962,6.8,37.8,22.9
1962,5.5,39.6,23.3
1962,7.4,7.5,-82.0
1962,5.5,39.9,43.9
1962,6.0,40.9,19.5
1962,5.3,36.0,9.0
1962,6.3,43.6,18.3
1962,5.5,23.6,106.1
1962,6.8,37.1,96.0
1962,6.4,44.68,81.58
1962,5.5,38.12,106.27
1962,6.8,8.008,-82.757
1962,5.8,41.8,-111.8
1962,6.8,38.8,140.9
1962,7.0,17.2,-99.6
1962,7.2,17.2,-99.5
1962,5.9,43.3,17.1
1962,6.1,43.3,17.1
1962,6.1,23.72,114.67
1962,6.2,25.2,101.2
1962,6.8,5.2,-76.4
1962,7.2,35.63,49.87
1963,4.5,36.9,57.8
1963,7.2,34.4,47.9
1963,5.1,33.2,49.2
1963,5.2,28.2,55.7
1963,7.7,-13.8,-69.3
1963,5.3,33.9,74.8
1963,,40.8,15.6
1963,7.5,-24.8,-176.6
1963,7.1,44.426,149.272
1963,7.9,44.772,150.563
1963,4.9,46.1,14.8
1963,6.0,-8.2,115.6
1963,7.5,-10.472,165.77
1963,7.5,-10.286,165.413
1963,7.0,35.7,97.0
1963,5.8,47.9,130.6
1963,6.5,39.8,74.2
1963,8.5,44.77,149.798
1963,8.3,-6.86,129.58
1963,6.6,-6.4,105.4
1963,5.5,12.2,-86.9
1963,7.0,37.0,57.9
1963,7.0,-10.385,-78.022
1963,6.0,25.8,99.5
1963,5.4,32.6,21.0
1963,7.3,24.5,122.1
1963,6.1,40.75,29.0
1963,6.0,42.1,21.3
1964,,27.0,54.0
1964,6.6,40.4,139.0
1964,,40.4,138.9
1964,7.4,18.3,-100.4
1964,6.8,47.159,153.876
1964,6.1,38.1,38.3
1964,7.0,40.3,28.2
1964,6.0,45.3,18.1
1964,7.5,-15.5,166.5
1964,4.6,38.8,-28.4
1964,5.4,26.1,101.0
1964,4.7,35.1,111.6
1964,7.6,-5.7,150.7
1964,6.9,40.3,139.0
1964,5.2,-3.7,119.4
1964,7.0,23.2,120.6
1964,6.0,-4.0,34.9
1964,7.0,5.9,95.7
1964,9.2,61.017,-147.648
1964,7.5,38.65,139.2
1965,7.6,50.32,177.93
1965,5.1,37.6,47.1
1965,6.0,28.1,55.9
1965,7.0,-25.67,-70.63
1965,6.0,-31.81,-71.26
1965,7.3,-32.4,-71.2
1965,6.5,-42.9,-75.13
1965,7.1,38.6,22.4
1965,7.2,44.7,148.7
1965,7.3,36.3,70.7
1965,8.7,51.29,178.55
1965,6.5,53.03,-167.55
1965,6.1,22.4,101.6
1965,6.0,34.9,138.0
1965,7.8,16.3,-95.8
1965,7.3,-15.9,166.8
1965,5.5,35.0,111.63
1965,6.6,43.9,87.8
1965,6.3,38.267,22.3
1965,5.5,35.7,4.4
1965,7.6,-15.8,167.2
1965,7.6,-2.4,126.1
1965,6.3,39.4,24.0
1965,6.2,37.7,21.8
1965,6.6,47.4,-122.3
1965,6.0,13.5,-89.3
1966,5.6,28.7,78.9
1966,5.5,44.75,37.0
1966,6.0,39.1,41.6
1966,4.8,38.0,42.6
1966,,38.5,41.3
1966,6.8,39.2,41.6
1966,5.2,4.6,-73.9
1966,5.0,10.8,-69.5
1966,,41.2,69.1
1966,7.1,-10.343,160.883
1966,7.8,-11.893,166.445
1966,7.2,-12.334,166.684
1966,7.8,-25.5,-70.7
1966,5.1,27.9,99.7
1966,6.2,26.1,103.1
1966,5.2,37.47,115.03
1966,5.6,37.27,114.97
1966,5.3,37.25,114.78
1966,5.4,24.0,97.7
1966,6.5,26.1,103.1
1966,6.2,37.68,115.27
1966,6.3,29.554,80.854
1966,6.3,39.2,22.0
1966,8.0,24.1,122.6
1966,7.0,0.6,30.2
1966,6.4,27.5,100.1
1966,5.2,43.83,125.12
1966,5.9,37.5,22.1
1966,5.7,39.2,21.2
1966,4.6,38.9,41.3
1966,8.1,-10.748,-78.638
1966,7.4,37.35,114.92
1966,7.6,37.5,115.1
1967,7.0,-10.6,-79.8
1967,5.9,-28.78,-71.19
1967,6.0,38.4,22.0
1967,5.9,39.5,21.2
1967,7.0,45.53,151.11
1967,7.3,40.7,30.8
1967,6.2,39.5,40.4
1967,6.5,41.5,20.5
1967,6.8,2.9,-74.9
1967,6.8,6.8,-73.0
1967,7.5,48.1,102.8
1967,6.4,-4.4,152.5
1967,5.4,36.467,111.217
1967,6.6,17.412,73.885
1967,5.0,35.5,-0.1
1967,7.5,-21.7,-69.5
1967,5.5,30.2,104.1
1967,5.7,37.717,115.217
1967,5.3,43.2,-0.5
1967,7.0,24.5,122.2
1967,5.6,40.0,20.2
1967,5.5,-3.7,119.3
1967,6.3,38.5,116.5
1967,6.8,-9.2,113.1
1967,6.1,5.5,97.3
1967,6.8,31.6,100.3
1967,6.5,10.6,-67.3
1968,,39.3,44.4
1968,5.3,29.8,51.2
1968,5.4,33.9,58.2
1968,7.0,-5.6,-77.2
1968,4.6,44.08,8.0
1968,7.5,41.5,142.7
